작업담당부서,원본파일,NO.,전체NO.,기업명,특이사항,사업자등록번호,대표자명,설립일자,업종,상시종업원수,사업장 주소,총자산,,,자기자본,,,매출액,,,영업이익,,,당기순이익,,,자기자본 전액 잠식 여부,"바사등급, 최종등급 수준",특허건수,지원사업,1. 금융테스트베드 비용지원,,,,,,,2. D-테스트베드,,,,,,,3. 책임보험료,,,,,,,4. 핀테크보안,,,,,,,5. 금융클라우드,,,,,,,6. 핀테크 멘토링,,,,,,,7. 큐브(업무공간제공),,,,,,,8. 디지털 금융기술 내재화,,,,,,,9. 해외 진출 컨설팅,,,,,,,10. 해외진출 특화 프로그램(전시),,,,,,,11. 일자리 매칭지원,,,,,,,12. 핀테크 인턴십,,,,,,,13. 지방 핀테크기업 입주지원,,,,,,
디지털전략부,2021년 만족도,27,1223,아이벡스랩,,,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,19,1224,트러스트키,,,,2020,G46510,17,,"2,564","3,366","3,734",997,"1,077","1,891","1,085","1,727","1,143",-622,-263,"-1,134",-581,-281,814,X,E4,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,20,1225,퍼블리시,,,,2018,J58222,.,,"2,077","2,589","3,015","1,630",722,-15,"4,670","3,740","1,648","1,121",-846,-585,-841,-907,-509,O,E10,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,3,1226,디에이그라운드,,,이현명,2019,J63991,4,서울 강남구 논현동 학동로30길 34 2층 (논현동),332,"4,128","6,913",326,385,"1,391", - ,"1,520","7,407",-165,-54,"-1,341",-150,-15,"-1,325",O,E8,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,4,1227,라플라스,,,중복기업,,,.,,,,,,,,,,,,,,,,,.,.,.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,7,1228,보나곰,,,박선웅,2020,J58222,.,"서울 마포구 공덕동 마포대로 122 (공덕동,신용보증기금빌딩) 프런트원 11층", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,13,1229,아이두,,,중복기업,,,.,,,,,,,,,,,,,,,,,.,.,.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,
디지털전략부,2020년 만족도,10,1230,재이,,,중복기업,,,.,,,,,,,,,,,,,,,,,.,.,.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,16,1231,한살림펀딩,,,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,12,1232,해피투씨유,,,이예진,2020,J58222,2,"서울 마포구 마포대로 122 13층(공덕동,신용보증기금빌딩)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,X,E5,.,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
디지털전략부,2020년 만족도,12,1233,로컬플랫폼랩,폐업(2022.12.20.),,,2021,J58222,.,"경남 김해시 활천로74번길 21, 101호 (삼정동,그린힐빌라)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
디지털전략부,2020년 만족도,10,1234,솔드아웃,,,중복기업,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
디지털전략부,2020년 만족도,4,1235,이루리,,,중복기업,,,.,,,,,,,,,,,,,,,,,.,.,.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
디지털전략부,2020년 만족도,14,1236,코드브루잉,,,,2020,J58222,.,"부산 연제구 중앙천로 81-12, 연제 SK VIEW Central 104동 2101호 (연산동)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
디지털전략부,2020년 만족도,5,1237,포장대왕,폐업(2022.07.31.),,한병엽,2017,J58222,.,"충청북도 청주시 서원구 개신동 충대로 1 (개신동,충북대학교) E9동 441호, 443호", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
디지털전략부,2021년 만족도,18,1238,디투엑스,폐업(2022.05.13.),,,2020,J63991,.,"세종 나성북1로 22, 5층 503-알에이515호  (나성동,디펠리체)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
디지털전략부,2021년 만족도,26,1239,워킹페이,,,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
디지털전략부,2019년 만족도,207,1240,매너카,폐업(2020.12.31.),,임진규,2017,J63991,.,"대전 유성구 대덕대로512번길 20, 2층 (도룡동,대전정보문화산업진흥원)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,215,1241,비버,,,중복기업,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,212,1242,아인클라우드,폐업(2022.12.30.),,,2018,J58222,.,, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,203,1243,온인슈어,,,이종진,2018,J58222,.,서울 영등포구 영등포로 200 위비핀테크랩 (영등포동4가), - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,211,1244,캐시페이,폐업(2020.06.20.),,,,G47911,.,경기 김포시 유현로 51 212동 4층 403호, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,209,1245,핀셋,,,중복기업,,,.,,266, - ,553,63, - ,118,"2,317", - ,"1,166",-7, - ,24,13, - ,25,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,11,1246,이현산,,개인,,,,.,, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,14,1247,조혁제,폐업(2012.02.29.),개인,,,,.,, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,16,1248,고영우,,개인,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,19,1249,정진,,개인,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,28,1250,조성호,,개인,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,31,1251,김찬진,,개인,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,33,1252,안재현,,개인,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,35,1253,조우현,,개인,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,39,1254,임욱,,개인,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,40,1255,김연규,,개인,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,43,1256,이희창,,개인,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,46,1257,강의주,,개인,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,6,1258,Okcheck,,,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,20,1259,그래노라,,,,2019,G47912,.,"서울 서대문구 북아현로 150, 산학협력관 523B-3호 (신촌동)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,13,1260,그린리본플랫폼,㈜그린리본,,,2019,J63991,.,"서울 서초구 남부순환로289길 5, 1층 스마일게이트 (방배동,삼영빌딩)",848,"1,470","2,805",199,774,"1,994",409,"1,337","2,647",-206,-651,"-1,345",43,"-1,329",-778,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,12,1261,브릿지블록,폐업(2022.08.31.),,,2020,J58222,.,서울 용산구 백범로90길 26 102동 3205호, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,25,1262,온오프코리아,,,,2017,G47912,.,경기도 광명시 오리로619번길 11 2층(하안동),"17,628","19,222","17,107","6,051","6,500","6,557","12,929","12,065","10,073","1,872",872,343,"1,452",449,59,X,E10,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,45,1263,직지디지털,,,윤해성,2020,J58221,.,"서울 마포구 마포대로 122 , 프론트원 13층(공덕동)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2020년 만족도,24,1264,퀀텀펀딩,,,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,6,1265,김우진,,개인,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,17,1266,백승환,,개인,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,13,1267,나인주,,개인,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,26,1268,오명재,,개인,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,3,1269,GLENStudio,,,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,4,1270,눈즈,폐업(2025.03.31.),,김가람,2021,G47911,.,서울 광진구 능동로36길 109 3층 309호(능동), - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,16,1271,로그,,,중복기업,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,21,1272,모먼트랩,,,중복기업,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,22,1273,브레인틀,,,신영진,2017,J63999,.,서울 마포구 독막로 279 상장회사회관 지하1층 9호 (대흥동), - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,14,1274,블루레이커스,폐업(2025.10.31.),,임예나,2021,J63991,.,"서울 서초구 양재동 매헌로 24 (양재동,NH디지털혁신캠퍼스)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,30,1275,삼성카드,,,김대환,1983,K64913,.,서울 중구 세종대로 67(태평로2가),,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,34,1276,상지피앤디,,,,2017,L68122,2,"충북 청주시 상당구 사직대로361번길 158-10, 2층 (북문로3가)","22,985","63,257","58,386","7,280","43,836","43,470",984,970,736,58,-31,-232,-529,"-1,092","2,039",X,E9,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,28,1277,수퍼블리,,,유정훈,2017,J58222,3,"세종특별자치시 나성북1로 12 , 7층 706-93호 (나성동, 메가타워2)",385,559,529,"1,441","1,314","1,267","1,858","2,079","1,640",33,206,35,89,301,16,O,E5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,37,1278,아리바커뮤니케이션,,,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,36,1279,얼라인파트너스,,,,2021,K64201,4,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,12,1280,에임랩,,,김현주,2020,M71531,5,"강원 원주시 흥업면 한라대길 28, 한라대학교 창업보육센터 2관 107호",35,56,624,-43,-14,-6,223,452,815,-54,29, - ,-53,29,8, O,E5,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,40,1281,이엠광고대행사,,,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,20,1282,주한미국대사관,,,,,U99001,301,서울 종로구 세종대로 188,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,10,1283,커넥트핏,,,김태민,2020,J58222,3,"서울 영등포구 여의도동 의사당대로 83 4,5,6,8,17,19층(여의도동,오투타워)(여의도동,오투타워)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,25,1284,투와이,,,중복기업,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,35,1285,패스트포워드,,,중복기업,,,.,, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,47,1286,포지션파트너스,,,,2020,M71531,.,,54,20,214,3,-25,-51,405, - , - ,-21,-30,-30,-10,-29,-26,X,E8,.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,32,1287,프루츠,,,,,G47911,.,서울 성동구 둘레3가길 15 302호,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2021년 만족도,41,1288,하이어라키,폐업(2024.02.05.),,,2021,J62010,.,"서울 용산구 서빙고로 17, 4층", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2022년 만족도,1,1289, 루미글루,중복(1106행),,강인구,2021,J58222,3,"서울특별시 마포구 공덕동 마포대로 122 11층 핀테크큐브 (공덕동,신용보증기금빌딩)",,,,,,,,,,,,,,,,O,E8,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2022년 만족도,21,1290, 바닐라브레인,중복(1174행),,차봉희,2021,J58222,.,"경기도 고양시 일산동구 장항동 백마로 195 9012-4 (장항동,엠시티섹션동고양경기문화창조허브)",,,,,,,,,,,,,,,,O,E5,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2022년 만족도,34,1291, 버닝서프라이즈,,,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2022년 만족도,37,1292, 벤처블릭,,,,2022,J63991,4,,,,,,,,,,,,,,,,,O,E8,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2022년 만족도,29,1293, 얼리페이,,,장환성,2021,J58222,8,"서울특별시 영등포구 의사당대로 83 오투타워 서울핀테크랩 4,5,6,8,17,19층(여의도동)",462,846,"1,746",-90,275,236,62,243,569,31,-522,-251,17,-235,-39,X,E7,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2022년 만족도,33,1294, 엘핀,,,박영경,2017,J58221,20,"서울 서초구 강남대로 373 (서초동, 홍우빌딩 12층)",,,,,,,,,,,,,,,,X,E1,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2022년 만족도,23,1295, 워킹카우,,,이승민,2019,J63991,3,"서울특별시 송파구 올림픽로35길 93 , 지하1층 비102-1호(신천동)",372,550,540,77,23,37,246,540,586,-191,-37,-233,-179,-54,13,X,E7,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2022년 만족도,16,1296, 피노랩,폐업(2025.11.03.),,안성원,2021,J58222,.,"경기도 수원시 팔달구 중동 향교로 160 (중동,제일빌딩) 204호", - ,423,242, - ,415,200, - ,40,146, - ,-246,-223, - ,-145,-215,X,E6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전략부,2022년 만족도,30,1297,DCION,,,,,,.,,,,,,,,,,,,,,,,,.,.,.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
