작업담당부서,원본파일,NO.,전체NO.,기업명,특이사항,사업자등록번호,대표자명,설립일자,업종,상시종업원수,사업장 주소,총자산,,,자기자본,,,매출액,,,영업이익,,,당기순이익,,,자기자본 전액 잠식 여부,"바사등급, 최종등급 수준",특허건수,지원사업,1. 금융테스트베드 비용지원,,,,,,,2. D-테스트베드,,,,,,,3. 책임보험료,,,,,,,4. 핀테크보안,,,,,,,5. 금융클라우드,,,,,,,6. 핀테크 멘토링,,,,,,,7. 큐브(업무공간제공),,,,,,,8. 디지털 금융기술 내재화,,,,,,,9. 해외 진출 컨설팅,,,,,,,10. 해외진출 특화 프로그램(전시),,,,,,,11. 일자리 매칭지원,,,,,,,12. 핀테크 인턴십,,,,,,,13. 지방 핀테크기업 입주지원,,,,,,
창업지원부,편람_2025,394,295,(주)페이플,,331-87-01049,김현철,2018-03-05,응용 소프트웨어 개발 및 공급업,10,서울특별시 강남구 논현로79길 73 2층 (역삼동),"2,987","3,877","3,640",281,97,381,"2,068","2,971","3,653",-571,-166,154,-421,-173,267, - , E1 ,1,23,1,1,1,1,,,,,,,,,,,,1,1,,,,,,1,,1,,1,1,,,,,1,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,,,,,,,,,
창업지원부,편람_2025,395,296,(주)퀀텀에이아이,,760-87-02192,최성집,2020-09-15,응용 소프트웨어 개발 및 공급업,34,"서울특별시 영등포구 의사당대로 83 (여의도동, 오투타워)","2,051","5,488","5,794",594,"3,501","1,466","2,681","4,176","6,034",253,347,342,245,289,"-2,034", - , E6 ,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,
창업지원부,편람_2025,396,297,(주)오아시스비즈니스,,194-87-01232,문욱,2019-02-08,응용 소프트웨어 개발 및 공급업,14,"서울 성동구 아차산로 38, 2층 (성수동1가,개풍빌딩)","3,300","3,906","2,153","2,454","3,222","1,583",75,476,413,"-1,020","-1,879","-1,660","-1,038","-1,732","-1,640", - , E4 , - ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,397,298,(주)엔비레즈,"신용관리정보 보유, 신용보증부실사유 발생",211-88-07969,정대근,2008-01-11,유선 온라인 게임 소프트웨어 개발 및 공급업,0,"서울특별시 강남구 봉은사로82길 9-3 ,2층 301호(삼성동)","2,045","1,677","1,480",-872,"-1,403","-1,576",68,112,24,-344,-230,-20,-451,-531,-174, 자기자본 전액 잠식 & 당기순이익 연속 2개년 부 , E10 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,398,299,펜타시큐리티(주),,116-81-65189,김태균,1997-07-21,시스템 소프트웨어 개발 및 공급업,231,"서울특별시 영등포구 여의공원로 115 , 8층, 9층(여의도동, 세우빌딩)","31,734","30,903","34,415","10,501","10,695","12,660","30,946","33,568","37,803",858,"3,800","1,902",633,396,"1,965", - , E3 ,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,399,300,(주)에스씨엠솔루션,미평가,845-81-01186,박정호,2018-04-16,시스템 소프트웨어 개발 및 공급업,0,"서울특별시 영등포구 의사당대로 83 , 17층 111호 (여의도동, 오투타워)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - , - ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,
창업지원부,편람_2025,402,301,케이포시큐리티(주),,349-87-01400,-,2019-01-22,응용 소프트웨어 개발 및 공급업,10,-,541,687,395,488,605,251,"1,380","1,018",917,102,1,-385,146,18,-354, - , E6 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,403,302,(주)씨드시스템,,605-81-69424,-,2004-11-29,시스템 소프트웨어 개발 및 공급업,8,"부산 남구 수영로 312 909호(대연동, 21 센츄리시티 오피스텔)","2,307","3,178","3,520",746,793,807,857,893,923,-1,38,21,31,37,63, - , E7 ,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,404,303,아타드(주),"기업신용조회회사인 신보가 일정 비율 이상 투자한 기업의 신용등급을 생성하는 행위는 법으로 금지되어 있습니다. (신용정보법 제22조의6)
이에 따라 해당 기업의 BASA 등급은 제공되지 않으며, 필요시 다른 신용평가사의 등급을 참고해주시기 바랍니다.",512-86-02989,박영선,-,응용 소프트웨어 개발 및 공급업,-,-, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,405,304,(주)브이핀테크,미평가,184-86-01112,-,2018-08-08,응용 소프트웨어 개발 및 공급업,0,-, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,406,305,이니텍(주),,314-81-19071,김준근,1997-06-13,시스템 소프트웨어 개발 및 공급업,128,서울특별시 구로구 디지털로26길 61 11층(구로동),"122,977","119,547","118,422","116,716","112,284","111,100","53,834","45,650","38,882","-2,504","-3,543",231,201,-302,"2,340", - , E2 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,407,306,(주)이씨뱅크,,101-81-48946,-,1999-06-17,컴퓨터시스템 통합 자문 및 구축 서비스업,72,"서울 영등포구 선유로 70, 801호 (문래동3가,우리벤처타운II)","7,422","8,004","8,121","6,535","7,045","7,142","12,969","12,906","13,865",365,366,47,413,511,97, - , E2 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,408,307,(주)헬로핀테크,,789-81-00529,남기중,2016-08-05,데이터베이스 및 온라인 정보제공업,24,서울 강남구 테헤란로20길 20 (역삼동),354,502, - ,"-1,311","-2,851", - ,792,714, - ,"-1,697","-1,513", - ,"-1,669","-1,540", - , 자기자본 전액 잠식 & 당기순이익 연속 2개년 부 , E8 , - ,6,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,409,308,(주)피치그로브,,625-81-02029,김선우,2020-09-24,응용 소프트웨어 개발 및 공급업,3,충청남도 아산시 배방읍 희망로46번길 45-11 504-디호,423,652,479,-195,-288,-594,269,297,239,-620,-630,-561,-427,-141,-306, 자기자본 전액 잠식 & 당기순이익 연속 2개년 부 , E9 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,410,309,(주)지비시코리아,,565-86-00893,이종성,2018-04-04,응용 소프트웨어 개발 및 공급업,1,경기도 과천시 별양동 향촌길 58 (별양동),722,471, - ,"-6,546","-8,473", - ,58, - , - ,"-1,541","-1,589", - ,"-1,795","-1,928", - , 자기자본 전액 잠식 & 당기순이익 연속 2개년 부 , E9 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,411,310,(주)아이피샵,,581-88-02131,이효성,2020-12-16,컴퓨터 프로그래밍 서비스업,0,"서울특별시 강남구 역삼동 언주로 536 (역삼동), 5~7층","1,084","1,157","1,155",55,-13,-222,"1,787",558,274,-79,-107,-208,616,-67,-209, 자기자본 전액 잠식 & 당기순이익 연속 2개년 부 , E9 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,412,311,펀더풀㈜,미평가,731-87-01502,윤성욱,2019-04-30,포털 및 기타 인터넷 정보 매개 서비스업,1,경기도 성남시 분당구 판교로289번길 20 (삼평동) 5층, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
창업지원부,편람_2025,413,312,(주)에이판다파트너스,신용관리정보 보유,454-81-02505,-,2021-05-18,포털 및 기타 인터넷 정보 매개 서비스업,0,-,"1,288", - , - ,"1,059", - , - , - , - , - ,-669, - , - ,-668, - , - , - , E10 , - ,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,414,313,퍼스트온라인투자금융(주),,103-86-02295,-,2021-04-28,그 외 기타 분류 안된 금융업,3,-,554, - , - ,44, - , - ,55, - , - ,"-1,080", - , - ,"-1,092", - , - ," 최근 2개년 연속 부채비율이 1,000%를 초과하고 금융비용이영업이익을 초과하 ", E7 , - ,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,416,314,에이셀테크놀로지스(주),,697-86-00486,-,2016-10-20,응용 소프트웨어 개발 및 공급업,23,"서울특별시 강남구 강남대로 464 ,4층 418호(역삼동,비제바노)","1,727","1,730","16,656",349,155,"11,682","2,402","2,635","2,927",-883,-859,"-1,001",-535,-851,"-1,366", - , E6 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,417,315,(주)우디,미평가,210-87-00141,-,2015-09-18,응용 소프트웨어 개발 및 공급업,3,"서울 영등포구 의사당대로 83, 한국휴렛팩커드빌딩 서울핀테크랩 4, 5, 6, 8층 (여의도동)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,418,316,(주)예티소프트,,114-86-89666,도진혁,2011-07-12,응용 소프트웨어 개발 및 공급업,31,"서울 강남구 학동로4길 18 (논현동,스카이 빌딩) 4층","4,510","4,974","5,596","3,254","3,659","4,246","3,464","3,592","3,901",590,393,626,623,406,588, - , E1 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,419,317,(주)키스톤핸즈,미평가,336-88-01226,-,2019-03-06,전자상거래 소매업,1,"경기 안산시 상록구 한양대학로 55, 611호 (사동,창업보육센터)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,420,318,(주)가온누리정보시스템,,811-88-00335,-,2016-03-18,컴퓨터 프로그래밍 서비스업,30,"서울 강서구 마곡중앙로 165 , 814호 (마곡동,안강프라이빗타워)","1,169","1,332","1,432",177,196,222,"3,358","2,584","4,462",68,58,66,24,20,26, - , E5 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,421,319,(주)이지피쥐,미평가,635-81-00256,-,2016-01-06,그 외 기타 분류 안된 사업 지원 서비스업,14,"서울 용산구 한강대로 109, 19층 (한강로2가,용성비즈텔)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,422,320,(주)아이오트러스트,,219-86-00705,-,2017-01-12,컴퓨터 프로그래밍 서비스업,50,"서울 강남구 선릉로 747, 7층 (논현동,삼성당빌딩)","7,481","7,387","9,001","5,130","4,978","5,541","5,138","3,591","4,966","-1,554","-1,978","-2,509","-1,592","-1,898","-1,433", - , E3 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,423,321,(주)센디,,617-86-04939,염상준,2013-01-24,그 외 기타 분류 안된 운송 관련 서비스업,48,"부산광역시 부산진구 서면로 39 6층 9호, 10호 (부전동)","2,142","6,050","4,638",480,"3,473",391,"6,088","9,301","13,458","-4,361","-4,083","-3,144","-4,276","-3,985","-3,104", - , E4 ,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,424,322,잔다,,592-55-00270,김화현,2018-12-01,시스템 소프트웨어 개발 및 공급업,1,부산광역시 부산진구 황령대로 24 3층(범천동),"1,025",945,"1,028",6,6,17,529,474,"1,035",-72,-61,-140,1,-97,-127," 최근 2개년 연속 부채비율이 1,000%를 초과하고 금융비용이영업이익을 초과하 ", E7 , - ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,425,323,이데아텍(주),,458-81-00362,어윤호,2016-07-18,응용 소프트웨어 개발 및 공급업,38,"서울특별시 서초구 서초동 반포대로23길 6 (서초동,효진빌딩) 301호","3,396","4,015","4,843","1,340","1,926","2,166","8,714","11,588","12,796",172,584,260,260,587,239, - , E6 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,426,324,(주)엠피솔루션스,미평가,246-81-01545,-,2019-11-25,응용 소프트웨어 개발 및 공급업,5,"인천 연수구 송도과학로 70, 2118호 (송도동,송도에이티센터업무시설)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,427,325,(주)김소프트,미평가,124-87-13781,-,2011-05-25,응용 소프트웨어 개발 및 공급업,2,"경기 성남시 수정구 위례광장로 328, 610호 (창곡동,우성위례타워)",359,"1,840","2,196",84,501,608,329,904,611,119,373,221,-108,417,107, - , E4 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,428,326,(주)스탁키퍼,,574-81-01983,안재현,2020-10-07,응용 소프트웨어 개발 및 공급업,30,서울특별시 중구 수표동 삼일대로12길 21 (수표동),"11,455","15,134","11,793","3,259","6,964","4,088","18,075","10,788","20,485",856,"-1,947","-2,659",689,"-2,207","-2,885", - , E5 , - ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,1,1,1,1,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,429,327,(주)크레아코퍼레이션,,615-81-91597,강문철,2012-04-18,응용 소프트웨어 개발 및 공급업,7,"경상남도 김해시 번화1로 70 , 802호,803호(대청동)","1,170","1,652","1,610",539,583,637,"1,165","1,226","1,146",114,41,74,150,44,59, - , E6 ,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,430,328,(주)토마토페이,,124-87-02232,-,2010-08-09,전자상거래 소매 중개업,3,서울 마포구 양화진4길 32 (합정동),"2,041","2,269","2,446",67,-3,14,"1,081",984,860,21,-254,-542, - ,-270,-583, - , E7 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,431,329,(주)마스터비디,미평가,479-81-00530,이태완,2016-10-04,응용 소프트웨어 개발 및 공급업,0,"서울특별시 금천구 서부샛길 606 비동 2101호, 2102호(가산동)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,5,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,432,330,(주)포티투마루,,562-88-00151,김동환,2015-10-29,응용 소프트웨어 개발 및 공급업,55,서울특별시 서초구 신반포로 310 (반포동),"5,954","15,655","17,605","1,159","9,590","11,788","4,073","4,276","2,576","-3,282","-3,124","-2,678","-3,371","-3,261","-2,802", - , E3 ,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
창업지원부,편람_2025,433,331,(주)마이매니저,,220-88-62836,-,2013-08-07,시스템 소프트웨어 개발 및 공급업,10,"서울 금천구 가산디지털1로 171, 507호 (가산동,에스케이브이원)","1,433","1,988","2,478",847,866,"1,129",956,"1,094","1,274",90,114,301,114,85,263, - , E2 , - ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,434,332,적시타,미평가,850-59-00136,조대범,2016-11-14,응용 소프트웨어 개발 및 공급업,0,서울특별시 광진구 군자동 군자로 121 (군자동) 새날관 213호, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,435,333,(주)엠로보,,798-86-00362,안상선,2016-05-27,데이터베이스 및 온라인 정보제공업,0,"서울 영등포구 영등포로 200 ,  2층 (영등포동4가, 우리은행 위비핀테크랩)",79, - , - ,37, - , - ,95, - , - ,2, - , - ,2, - , - , - , E6 , - ,2,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,436,334,(주)자비스앤빌런즈,,158-86-00171,김범섭,2015-08-20,포털 및 기타 인터넷 정보 매개 서비스업,162,"서울특별시 강남구 테헤란로44길 8 , 9층-10층(역삼동, 아이콘역삼)","40,907","64,075","90,119","33,170","36,790","59,229","49,608","50,714","86,188","-19,995","-11,095","10,207","-27,136","-10,214","16,048", - , E1 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,437,335,(주)소프트베리,,548-81-00952,박용희,2017-08-18,시스템 소프트웨어 개발 및 공급업,27,"제주특별자치도 제주시 첨단로 330 A동 3층 카이스트친환경스마트자동차연구센터 301-B(영평동, 세미양빌딩)","5,210","7,142","4,764","4,261","5,247","2,926","2,833","4,202","7,657","-3,471","-3,941","-3,403","-3,156","-3,863","-3,320", - , E2 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,438,336,(주)나모펀딩,미평가,735-86-00755,-,2017-07-26,그 외 기타 금융 지원 서비스업,9,"서울 송파구 올림픽로 86, 7층 (잠실동,로이타워)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,5,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,439,337,(주)시솔지주,신용관리정보 보유,220-88-62200,이우규,2013-07-24,전자카드 제조업,0,서울특별시 광진구 광나루로 478 (구의동) 도약관 403호,"3,347", - ,"4,005",743, - ,690,"2,390", - ,181,15, - ,-257,9, - ,-263, - , E10 , - ,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,440,338,(주)트라이월드홀딩스,미평가,501-87-00071,김태우,2015-04-10,데이터베이스 및 온라인 정보제공업,0,서울특별시 강남구 강남대로84길 24-4 2층 엘에스19(역삼동), - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,441,339,(주)위밋모빌리티,,806-87-00694,강귀선,2017-05-25,응용 소프트웨어 개발 및 공급업,66,서울특별시 관악구 조원로 5-14 4~6층(신림동),"7,378","5,588","17,668","6,069","3,854","13,644",57,271,"3,552","-1,109","-3,057","-3,605",7,"-1,556","-1,970", - , E3 ,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,442,340,디네핏(주),,492-86-00974,최지희,2018-04-03,응용 소프트웨어 개발 및 공급업,3,서울특별시 영등포구 영등포로 150 (당산동1가) 에이동 210호,"1,769","1,551",810,219,49,-121,462,443,224,-48,-132,-123,-48,-132,-123, 자기자본 전액 잠식 & 당기순이익 연속 2개년 부 , E8 , - ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
창업지원부,편람_2025,443,341,(주)뱅큐,신용관리정보 해제이력 보유,404-88-01311,천정훈,2019-02-13,데이터베이스 및 온라인 정보제공업,0,"서울특별시 영등포구 여의도동 의사당대로 83 16층 104호(여의도동,오투타워)", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 자기자본 전액 잠식 & 당기순이익 연속 2개년 부 , E8 ,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,
창업지원부,편람_2025,444,342,(주)파운트투자자문,,374-87-00450,-,2016-08-12,투자 자문업 및 투자 일임업,12,"서울 중구 한강대로 416, 13층 033호 (남대문로5가,서울스퀘어)", - , - ,"2,156", - , - ,"1,934", - , - ,576, - , - ,"-1,665", - , - ,"-1,616", - , E3 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,445,343,(주)씨앤테크,,314-86-37230,김기덕,2012-06-25,유선 통신장비 제조업,38,"대전광역시 유성구 테크노4로 17 214, 215호(관평동, 대덕비즈센터)","9,211","9,109","8,813","7,726","7,788","7,949","3,438","3,622","4,350",49,23,99,41,61,161, - , E3 ,7,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,446,344,(주)지엘엔인터내셔널,,413-86-02381,-,2021-07-07,그 외 기타 금융 지원 서비스업,63,-,"57,439","60,615","55,810","56,171","53,452","44,195",256,964,"2,003","-6,993","-8,557","-10,532","-6,131","-6,660","-9,258", - , E3 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,447,345,(주)에코센트레,,242-87-02452,이재영,2022-01-14,합성수지 및 기타 플라스틱 물질 제조업,6,"서울특별시 강남구 역삼동 논현로97길 19 (역삼동,리츠 빌)",123,782,"1,114",-233,131,191, - ,529,945,-283,-645,56,-283,-786,60, - , E6 , - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,448,346,(주)골프존,,122-87-00053,최덕형,2015-03-03,기타 게임 소프트웨어 개발 및 공급업,517,서울특별시 강남구 영동대로 735 (청담동),"517,542","561,238","594,580","362,303","430,205","482,203","566,684","599,787","556,967","149,970","134,840","137,534","113,018","92,578","87,212", - ,E2, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업지원부,편람_2025,449,347,(주)케이엘넷,,220-81-02504,정지원,1994-03-30,그 외 기타 전기 통신업,140,서울 강남구 언주로 564 (역삼동),"59,481","61,588","65,339","50,077","55,235","59,355","46,436","46,928","46,411","6,978","7,434","9,423","7,262","7,792","8,600", - ,E1, - ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
